coordinates,date,precipType,precipProbability,precipIntensity,precipIntensityMax,temperatureHigh,temperatureLow,humidity,pressure
19.1737;-96.1342,2016-11-07,NA,0,0,0,29.75,22.16,0.79,1015.39
19.1737;-96.1342,2016-11-08,NA,0,0,0,28.93,23.33,0.81,1014.93
19.1737;-96.1342,2016-11-09,NA,0,0,0,28.14,19.19,0.7,1015.33
19.1737;-96.1342,2016-11-10,NA,0,0,0,28.83,NA,0.63,1017.53
19.1737;-96.1342,2016-11-11,NA,0,0,0,27.81,22.9,0.6,1015.6
19.1737;-96.1342,2016-11-12,NA,0,0,0,27.78,22.47,0.69,1016.81
19.1737;-96.1342,2016-11-13,NA,0,0,0,27.72,20.37,0.68,1016.93
19.1737;-96.1342,2016-11-14,NA,0,0,0,28.89,22.9,0.72,1016.41
19.1737;-96.1342,2016-11-15,NA,0,0,0,28.64,22.34,0.76,1016.18
19.1737;-96.1342,2016-11-16,rain,1,0.1829,3.302,27.59,21.27,0.78,1016.08
19.1737;-96.1342,2016-11-17,NA,0,0,0,27.59,19.2,0.77,1014.21
19.1737;-96.1342,2016-11-18,NA,0,0,0,28.64,21.67,0.74,1015.06
19.1737;-96.1342,2016-11-19,rain,1,0.1194,1.016,27.22,19.01,0.76,1021.41
19.1737;-96.1342,2016-11-20,NA,0,0,0,25.92,18.98,0.73,1022.49
19.1737;-96.1342,2016-11-21,NA,0,0,0,25.92,17.97,0.8,1019.08
19.1737;-96.1342,2016-11-22,NA,0,0,0,27.53,18.09,0.8,1015.86
19.1737;-96.1342,2016-11-23,NA,0,0,0,28.52,20.99,0.79,1016.74
19.1737;-96.1342,2016-11-24,NA,0,0,0,26.68,17.66,0.77,1019.6
19.1737;-96.1342,2016-11-25,NA,0,0,0,27.59,20.31,0.78,1020.18
19.1737;-96.1342,2016-11-26,NA,0,0,0,28.77,19.94,0.73,1020.4
19.1737;-96.1342,2016-11-27,NA,0,0,0,27.03,19.33,0.78,1016.25
19.1737;-96.1342,2016-11-28,NA,0,0,0,28.58,20.12,0.82,1008.12
19.1737;-96.1342,2016-11-29,NA,0,0,0,32.16,21.55,0.83,1004.49
19.1737;-96.1342,2016-11-30,NA,0,0,0,30.86,22.84,0.79,1008.23
19.1737;-96.1342,2016-12-01,NA,0,0,0,28.7,21.3,0.75,1013.94
19.1737;-96.1342,2016-12-02,NA,0,0,0,28.58,22.47,0.81,1013.13
19.1737;-96.1342,2016-12-03,NA,0,0,0,29.63,22.28,0.85,1009.95
19.1737;-96.1342,2016-12-04,NA,0,0,0,29.56,24.44,0.83,1007.45
19.1737;-96.1342,2016-12-05,NA,0,0,0,28.7,23.93,0.86,1008.7
19.1737;-96.1342,2016-12-06,NA,0,0,0,27.47,23.33,0.85,1012.76
19.1737;-96.1342,2016-12-07,NA,0,0,0,28.64,22.97,0.85,1013.78
19.1737;-96.1342,2016-12-08,rain,1,0.1143,2.286,29.75,19.88,0.86,1015.82
19.1737;-96.1342,2016-12-09,rain,1,0.0279,0.254,21.11,18.89,0.81,1021.02
19.1737;-96.1342,2016-12-10,rain,1,0.5791,5.588,22.22,18.86,0.89,1021.46
19.1737;-96.1342,2016-12-11,NA,0,0,0,26.05,20,0.87,1018.03
19.1737;-96.1342,2016-12-12,NA,0,0,0,28.52,21.36,0.85,1015.44
19.1737;-96.1342,2016-12-13,NA,0,0,0,27.53,22.22,0.83,1014.94
19.1737;-96.1342,2016-12-14,NA,0,0,0,27.78,21.71,0.84,1016.5
19.1737;-96.1342,2016-12-15,rain,1,0.5207,6.604,28.7,20.12,0.87,1019.01
19.1737;-96.1342,2016-12-16,NA,0,0,0,27.53,20.5,0.88,1016.7
19.1737;-96.1342,2016-12-17,NA,0,0,0,29.56,21.48,0.86,1010.71
19.1737;-96.1342,2016-12-18,NA,0,0,0,30.67,18.33,0.8,1013.36
19.1737;-96.1342,2016-12-19,NA,0,0,0,21.97,17.22,0.78,1024.05
19.1737;-96.1342,2016-12-20,rain,1,0.1067,1.524,20.9,17.78,0.9,1024.58
19.1737;-96.1342,2016-12-21,NA,0,0,0,24.75,17.84,0.85,1021.81
19.1737;-96.1342,2016-12-22,NA,0,0,0,26.97,19.01,0.85,1020.81
19.1737;-96.1342,2016-12-23,NA,0,0,0,27.41,17.97,0.81,1019.03
19.1737;-96.1342,2016-12-24,NA,0,0,0,28.33,20,0.84,1016.6
19.1737;-96.1342,2016-12-25,NA,0,0,0,28.52,20.06,0.81,1015.4
19.1737;-96.1342,2016-12-26,NA,0,0,0,27.59,22.72,0.85,1016.94
19.1737;-96.1342,2016-12-27,rain,1,0.0762,1.27,27.47,20.25,0.88,1019.28
19.1737;-96.1342,2016-12-28,NA,0,0,0,28.64,20.06,0.84,1018.65
19.1737;-96.1342,2016-12-29,NA,0,0,0,28.52,21.17,0.83,1019.52
19.1737;-96.1342,2016-12-30,rain,1,0.0508,0.254,24.69,NA,0.87,1021.54
19.1737;-96.1342,2016-12-31,NA,0,0,0,27.03,19.57,0.79,1012.51
19.1737;-96.1342,2017-01-01,NA,0,0,0,27.03,19.57,0.89,1011.52
19.1737;-96.1342,2017-01-02,NA,0,0,0,31.72,20.16,0.83,1011.88
19.1737;-96.1342,2017-01-03,NA,0,0,0,27.66,21.05,0.87,1014.14
19.1737;-96.1342,2017-01-04,NA,0,0,0,27.66,20.06,0.81,1014.75
19.1737;-96.1342,2017-01-05,NA,0,0,0,28.52,18.53,0.83,1010.7
19.1737;-96.1342,2017-01-06,NA,0,0,0,27.59,19.81,0.8,1009.71
19.1737;-96.1342,2017-01-07,NA,0,0,0,19.94,12.59,0.64,1025.56
19.1737;-96.1342,2017-01-08,NA,0,0,0,19.94,16.17,0.71,1031.7
19.1737;-96.1342,2017-01-09,NA,0,0,0,22.16,15.97,0.84,1027.49
19.1737;-96.1342,2017-01-10,NA,0,0,0,27.22,16.11,0.71,1021.52
19.1737;-96.1342,2017-01-11,NA,0,0,0,27.47,17.47,0.73,1017.79
19.1737;-96.1342,2017-01-12,NA,0,0,0,27.47,20.19,0.77,1017.02
19.1737;-96.1342,2017-01-13,NA,0,0,0,27.53,17.9,0.79,1020.7
19.1737;-96.1342,2017-01-14,NA,0,0,0,26.18,18.03,0.78,1021.6
19.1737;-96.1342,2017-01-15,NA,0,0,0,27.41,17.91,0.8,1017.37
19.1737;-96.1342,2017-01-16,NA,0,0,0,27.41,19.14,0.81,1013.64
19.1737;-96.1342,2017-01-17,NA,0,0,0,28.52,22.22,0.81,1013.96
19.1737;-96.1342,2017-01-18,NA,0,0,0,28.52,21.36,0.84,1014.33
19.1737;-96.1342,2017-01-19,NA,0,0,0,28.52,21.3,0.84,1011.52
19.1737;-96.1342,2017-01-20,NA,0,0,0,33.21,20.25,0.81,1007.1
19.1737;-96.1342,2017-01-21,NA,0,0,0,34.19,19.57,0.66,1005.87
19.1737;-96.1342,2017-01-22,NA,0,0,0,29.46,20.12,0.75,1009.88
19.1737;-96.1342,2017-01-23,NA,0,0,0,26.97,15.75,0.68,1017.2
19.1737;-96.1342,2017-01-24,NA,0,0,0,28.52,18.22,0.71,1011.92
19.1737;-96.1342,2017-01-25,NA,0,0,0,32.09,20,0.72,1009.19
19.1737;-96.1342,2017-01-26,NA,0,0,0,27.34,20.12,0.7,1015.77
19.1737;-96.1342,2017-01-27,NA,0,0,0,28.45,20,0.7,1017.79
19.1737;-96.1342,2017-01-28,NA,0,0,0,25.17,16.79,0.7,1017.32
19.1737;-96.1342,2017-01-29,NA,0,0,0,21.11,17.32,0.59,1025.42
19.1737;-96.1342,2017-01-30,NA,0,0,0,22.97,12.84,0.59,1025.64
19.1737;-96.1342,2017-01-31,NA,0,0,0,24.75,16.48,0.7,1019.87
19.1737;-96.1342,2017-02-01,NA,0,0,0,27.28,17.84,0.74,1016.44
19.1737;-96.1342,2017-02-02,NA,0,0,0,27.41,21.05,0.81,1017.84
19.1737;-96.1342,2017-02-03,rain,1,0.033,0.762,25.86,20.12,0.89,1019.53
19.1737;-96.1342,2017-02-04,rain,1,0.094,2.286,26.55,17.84,0.9,1019.52
19.1737;-96.1342,2017-02-05,NA,0,0,0,27.22,19.81,0.85,1017.4
19.1737;-96.1342,2017-02-06,NA,0,0,0,27.72,19.26,0.8,1015.15
19.1737;-96.1342,2017-02-07,NA,0,0,0,29.63,21.11,0.82,1011.16
19.1737;-96.1342,2017-02-08,NA,0,0,0,30.67,21.67,0.85,1010.73
19.1737;-96.1342,2017-02-09,NA,0,0,0,28.95,20.06,0.8,1018.02
19.1737;-96.1342,2017-02-10,NA,0,0,0,27.41,18.09,0.83,1021.35
19.1737;-96.1342,2017-02-11,NA,0,0,0,28.7,21.05,0.86,1018.07
19.1737;-96.1342,2017-02-12,NA,0,0,0,29.81,20,0.82,1016.2
19.1737;-96.1342,2017-02-13,NA,0,0,0,29.81,19.33,0.82,1015.01
19.1737;-96.1342,2017-02-14,NA,0,0,0,28.89,23.89,0.83,1009.68
19.1737;-96.1342,2017-02-15,NA,0,0,0,25.44,19.21,0.78,1015.49
19.1737;-96.1342,2017-02-16,NA,0,0,0,23.91,18.03,0.76,1018.27
19.1737;-96.1342,2017-02-17,NA,0,0,0,26.05,19.89,0.82,1012.83
19.1737;-96.1342,2017-02-18,NA,0,0,0,31.91,20.37,0.8,1008.96
19.1737;-96.1342,2017-02-19,NA,0,0,0,31.85,20.31,0.78,1009.11
19.1737;-96.1342,2017-02-20,NA,0,0,0,31.85,21.67,0.77,1010.42
19.1737;-96.1342,2017-02-21,NA,0,0,0,28.09,15,0.59,1017.22
19.1737;-96.1342,2017-02-22,NA,0,0,0,31.78,13.22,0.53,1014.46
19.1737;-96.1342,2017-02-23,NA,0,0,0,33.33,18.46,0.61,1008.06
19.1737;-96.1342,2017-02-24,NA,0,0,0,32.34,20.06,0.71,1006.28
19.1737;-96.1342,2017-02-25,NA,0,0,0,27.84,20.56,0.79,1012.17
19.1737;-96.1342,2017-02-26,NA,0,0,0,28.77,20.12,0.79,1013.19
19.1737;-96.1342,2017-02-27,NA,0,0,0,30.8,21.23,0.78,1012.89
19.1737;-96.1342,2017-02-28,NA,0,0,0,30.8,22.22,0.83,1013.22
19.1737;-96.1342,2017-03-01,NA,0,0,0,30.86,24.01,0.81,1012.85
19.1737;-96.1342,2017-03-02,NA,0,0,0,30.06,22.1,0.77,1018.03
19.1737;-96.1342,2017-03-03,NA,0,0,0,26.05,17.97,0.72,1021.43
19.1737;-96.1342,2017-03-04,NA,0,0,0,26.3,18.89,0.75,1021.05
19.1737;-96.1342,2017-03-05,NA,0,0,0,27.47,19.83,0.77,1018.29
19.1737;-96.1342,2017-03-06,NA,0,0,0,30.74,21.36,0.77,1014.83
19.1737;-96.1342,2017-03-07,NA,0,0,0,30.8,22.22,0.77,1015.03
19.1737;-96.1342,2017-03-08,rain,1,1.3513,23.114,25.84,21.11,0.85,1018.69
19.1737;-96.1342,2017-03-09,NA,0,0,0,28.64,22.22,0.8,1017.88
19.1737;-96.1342,2017-03-10,NA,0,0,0,28.58,20.56,0.79,1016.51
19.1737;-96.1342,2017-03-11,NA,0,0,0,28.89,22.34,0.8,1015.11
19.1737;-96.1342,2017-03-12,NA,0,0,0,28.83,20.12,0.8,1014.53
19.1737;-96.1342,2017-03-13,rain,1,0.0533,1.016,27.72,21.88,0.78,1016.16
19.1737;-96.1342,2017-03-14,rain,1,1.3437,31.242,26.17,20,0.82,1021.1
19.1737;-96.1342,2017-03-15,rain,1,0.5309,10.922,25.99,20.06,0.81,1021.79
19.1737;-96.1342,2017-03-16,NA,0,0,0,27.34,19.2,0.76,1022.29
19.1737;-96.1342,2017-03-17,NA,0,0,0,27.72,20.44,0.73,1020.95
19.1737;-96.1342,2017-03-18,NA,0,0,0,27.84,19.2,0.72,1022.19
19.1737;-96.1342,2017-03-19,NA,0,0,0,27.72,18.33,0.74,1022.89
19.1737;-96.1342,2017-03-20,NA,0,0,0,26.67,17.9,0.69,1021.24
19.1737;-96.1342,2017-03-21,NA,0,0,0,27.34,19.44,0.73,1018.68
19.1737;-96.1342,2017-03-22,NA,0,0,0,27.9,20,0.74,1017.61
19.1737;-96.1342,2017-03-23,rain,1,0.0152,0.254,28.89,18.34,0.74,1017.6
19.1737;-96.1342,2017-03-24,NA,0,0,0,30.74,21.36,0.73,1014.16
19.1737;-96.1342,2017-03-25,NA,0,0,0,28.09,21.48,0.79,1014.2
19.1737;-96.1342,2017-03-26,NA,0,0,0,29.75,21.86,0.75,1012.01
19.1737;-96.1342,2017-03-27,NA,0,0,0,30.92,22.53,0.74,1008.74
19.1737;-96.1342,2017-03-28,NA,0,0,0,32.1,23.09,0.79,1007.58
19.1737;-96.1342,2017-03-29,NA,0,0,0,33.45,22.47,0.73,1005.61
19.1737;-96.1342,2017-03-30,NA,0,0,0,30,22.9,0.78,1008.84
19.1737;-96.1342,2017-03-31,NA,0,0,0,29.88,22.66,0.8,1010.09
19.1737;-96.1342,2017-04-01,NA,0,0,0,32.41,22.53,0.76,1007
19.1737;-96.1342,2017-04-02,NA,0,0,0,37.09,21.98,0.62,1004.37
19.1737;-96.1342,2017-04-03,NA,0,0,0,32.66,22.34,0.68,1006.57
19.1737;-96.1342,2017-04-04,NA,0,0,0,32.03,21.48,0.79,1006.77
19.1737;-96.1342,2017-04-05,NA,0,0,0,31.11,23.83,0.71,1008.96
19.1737;-96.1342,2017-04-06,NA,0,0,0,28.15,20.19,0.64,1018.98
19.1737;-96.1342,2017-04-07,NA,0,0,0,27.72,22.22,0.7,1019.62
19.1737;-96.1342,2017-04-08,NA,0,0,0,27.34,22.66,0.74,1016.2
19.1737;-96.1342,2017-04-09,NA,0,0,0,30.74,24.01,0.8,1012.24
19.1737;-96.1342,2017-04-10,NA,0,0,0,30.06,23.33,0.81,1011.98
19.1737;-96.1342,2017-04-11,NA,0,0,0,29.94,21.67,0.8,1014.19
19.1737;-96.1342,2017-04-12,rain,1,0.668,12.7,29.88,22.1,0.76,1016.27
19.1737;-96.1342,2017-04-13,NA,0,0,0,28.95,21.17,0.75,1016.25
19.1737;-96.1342,2017-04-14,NA,0,0,0,28.27,21.3,0.78,1015.39
19.1737;-96.1342,2017-04-15,rain,1,0.2819,5.08,30.01,22.22,0.78,1014.63
19.1737;-96.1342,2017-04-16,NA,0,0,0,29.94,22.9,0.75,1014.19
19.1737;-96.1342,2017-04-17,NA,0,0,0,29.94,20.19,0.77,1012.81
19.1737;-96.1342,2017-04-18,rain,1,0.0279,0.508,30.67,20.81,0.8,1013.56
19.1737;-96.1342,2017-04-19,NA,0,0,0,28.13,20,0.76,1014.88
19.1737;-96.1342,2017-04-20,NA,0,0,0,29.29,22.1,0.74,1014.33
19.1737;-96.1342,2017-04-21,NA,0,0,0,28.89,22.84,0.77,1011.74
19.1737;-96.1342,2017-04-22,NA,0,0,0,30,25.56,0.79,1010.09
19.1737;-96.1342,2017-04-23,NA,0,0,0,28.89,22.34,0.74,1014.38
19.1737;-96.1342,2017-04-24,NA,0,0,0,28.89,22.66,0.74,1013.02
19.1737;-96.1342,2017-04-25,NA,0,0,0,30.86,23.93,0.77,1006.01
19.1737;-96.1342,2017-04-26,NA,0,0,0,39.32,24.04,0.56,1001.36
19.1737;-96.1342,2017-04-27,NA,0,0,0,33.58,24.2,0.65,1004.9
19.1737;-96.1342,2017-04-28,NA,0,0,0,35.49,23.15,0.69,1004.09
19.1737;-96.1342,2017-04-29,NA,0,0,0,39.19,24.33,0.5,1002.59
19.1737;-96.1342,2017-04-30,NA,0,0,0,31.48,23.89,0.61,1006.8
19.1737;-96.1342,2017-05-01,NA,0,0,0,28.89,21.36,0.71,1013.83
19.1737;-96.1342,2017-05-02,NA,0,0,0,30.74,24.01,0.75,1011.85
19.1737;-96.1342,2017-05-03,NA,0,0,0,32.41,26.23,0.8,1008.08
19.1737;-96.1342,2017-05-04,NA,0,0,0,33.03,22.16,0.73,1009.96
19.1737;-96.1342,2017-05-05,NA,0,0,0,27.97,20.31,0.64,1017.02
19.1737;-96.1342,2017-05-06,NA,0,0,0,27.84,19.39,0.67,1015.26
19.1737;-96.1342,2017-05-07,NA,0,0,0,28.77,22.22,0.71,1012.9
19.1737;-96.1342,2017-05-08,NA,0,0,0,30.92,22.97,0.74,1011.69
19.1737;-96.1342,2017-05-09,NA,0,0,0,30.86,24.44,0.8,1011.92
19.1737;-96.1342,2017-05-10,NA,0,0,0,32.1,24.44,0.78,1011.61
19.1737;-96.1342,2017-05-11,NA,0,0,0,32.28,24.73,0.78,1010.11
19.1737;-96.1342,2017-05-12,NA,0,0,0,32.1,23.31,0.78,1009.21
19.1737;-96.1342,2017-05-13,rain,1,0.4089,7.366,33.39,18.23,0.75,1010.67
19.1737;-96.1342,2017-05-14,NA,0,0,0,31.23,26.23,0.76,1011.56
19.1737;-96.1342,2017-05-15,NA,0,0,0,32.03,26.23,0.8,1010.81
19.1737;-96.1342,2017-05-16,NA,0,0,0,31.97,25.19,0.81,1009.4
19.1737;-96.1342,2017-05-17,NA,0,0,0,34.63,26.36,0.78,1006.23
19.1737;-96.1342,2017-05-18,NA,0,0,0,34.69,26.3,0.74,1006.09
19.1737;-96.1342,2017-05-19,NA,0,0,0,33.58,27.28,0.77,1005.37
19.1737;-96.1342,2017-05-20,NA,0,0,0,33.52,27.22,0.75,1006.02
19.1737;-96.1342,2017-05-21,NA,0,0,0,32.59,26.17,0.8,1010.31
19.1737;-96.1342,2017-05-22,NA,0,0,0,33.52,27.23,0.8,1010
19.1737;-96.1342,2017-05-23,NA,0,0,0,35.67,27.22,0.69,1006.97
19.1737;-96.1342,2017-05-24,NA,0,0,0,32.22,26.17,0.76,1008.1
19.1737;-96.1342,2017-05-25,NA,0,0,0,32.59,26.36,0.82,1009.07
19.1737;-96.1342,2017-05-26,NA,0,0,0,35.61,27.41,0.76,1009.77
19.1737;-96.1342,2017-05-27,NA,0,0,0,33.64,25.12,0.75,1010.82
19.1737;-96.1342,2017-05-28,NA,0,0,0,35.49,24.26,0.69,1010.02
19.1737;-96.1342,2017-05-29,rain,1,0.188,2.032,32.22,23.83,0.77,1010.57
19.1737;-96.1342,2017-05-30,rain,1,3.8913,24.892,26.3,23.29,0.88,1012.99
19.1737;-96.1342,2017-05-31,rain,1,0.1473,1.27,29.01,23.29,0.84,1012.75
19.1737;-96.1342,2017-06-01,rain,1,0.6502,4.826,28.03,23.33,0.9,1012.02
19.1737;-96.1342,2017-06-02,rain,1,0.0254,0.508,28.89,23.89,0.85,1010.12
19.1737;-96.1342,2017-06-03,NA,0,0,0,32.1,25,0.78,1009.48
19.1737;-96.1342,2017-06-04,NA,0,0,0,32.16,25.19,0.78,1008.75
19.1737;-96.1342,2017-06-05,NA,0,0,0,33.58,26.36,0.78,1007.3
19.1737;-96.1342,2017-06-06,NA,0,0,0,36.91,27.22,0.77,1007.26
19.1737;-96.1342,2017-06-07,NA,0,0,0,32.72,26.42,0.8,1010.56
19.1737;-96.1342,2017-06-08,NA,0,0,0,32.28,25,0.74,1012.15
19.1737;-96.1342,2017-06-09,NA,0,0,0,31.05,24.2,0.72,1010.83
19.1737;-96.1342,2017-06-10,NA,0,0,0,32.1,25,0.72,1010.06
19.1737;-96.1342,2017-06-11,NA,0,0,0,33.76,25.12,0.72,1010.38
19.1737;-96.1342,2017-06-12,rain,1,0.0127,0.254,33.64,22.77,0.72,1010.02
19.1737;-96.1342,2017-06-13,rain,1,0.0152,0.254,30,23.95,0.85,1009.38
19.1737;-96.1342,2017-06-14,rain,1,0.0279,0.254,32.03,23.33,0.81,1011.42
19.1737;-96.1342,2017-06-15,NA,0,0,0,30.19,23.61,0.8,1013.03
19.1737;-96.1342,2017-06-16,NA,0,0,0,31.97,25.19,0.8,1011.65
19.1737;-96.1342,2017-06-17,NA,0,0,0,32.16,26.48,0.78,1009.14
19.1737;-96.1342,2017-06-18,NA,0,0,0,32.16,23.68,0.78,1007.97
19.1737;-96.1342,2017-06-19,NA,0,0,0,31.24,23.89,0.76,1009.42
19.1737;-96.1342,2017-06-20,NA,0,0,0,32.16,23.89,0.74,1010
19.1737;-96.1342,2017-06-21,NA,0,0,0,32.53,23.22,0.69,1009.16
19.1737;-96.1342,2017-06-22,NA,0,0,0,32.59,24.05,0.76,1007.91
19.1737;-96.1342,2017-06-23,NA,0,0,0,32.66,24.14,0.76,1007.71
19.1737;-96.1342,2017-06-24,rain,1,1.7348,27.432,32.16,22.84,0.75,1011.35
19.1737;-96.1342,2017-06-25,rain,1,0.0203,0.254,29.94,22.97,0.84,1015.18
19.1737;-96.1342,2017-06-26,rain,1,1.2573,12.446,30.25,23.95,0.86,1014.75
19.1737;-96.1342,2017-06-27,NA,0,0,0,32.1,23.15,0.84,1012.32
19.1737;-96.1342,2017-06-28,NA,0,0,0,32.22,24.71,0.77,1010.97
19.1737;-96.1342,2017-06-29,NA,0,0,0,32.03,25.56,0.83,1010.86
19.1737;-96.1342,2017-06-30,NA,0,0,0,32.1,23.33,0.8,1011.95
19.1737;-96.1342,2017-07-01,rain,1,0.0533,0.762,30.56,23.33,0.86,1014.79
19.1737;-96.1342,2017-07-02,rain,1,0.1067,1.524,29.08,21.67,0.85,1017.05
19.1737;-96.1342,2017-07-03,NA,0,0,0,32.1,22.84,0.79,1016.4
19.1737;-96.1342,2017-07-04,NA,0,0,0,32.03,24.26,0.76,1015.1
19.1737;-96.1342,2017-07-05,NA,0,0,0,31.3,22.84,0.78,1015.18
19.1737;-96.1342,2017-07-06,rain,1,0.0432,0.762,29.14,22.16,0.86,1015.89
19.1737;-96.1342,2017-07-07,rain,1,3.0912,22.098,25.02,22.73,0.96,1016.12
19.1737;-96.1342,2017-07-08,rain,1,0.8814,6.858,28.83,22.22,0.9,1015.46
19.1737;-96.1342,2017-07-09,rain,1,0.3937,1.778,28.95,22.84,0.88,1015.55
19.1737;-96.1342,2017-07-10,NA,0,0,0,32.16,22.9,0.79,1014.53
19.1737;-96.1342,2017-07-11,NA,0,0,0,31.11,23.89,0.81,1013.74
19.1737;-96.1342,2017-07-12,NA,0,0,0,32.03,24.08,0.79,1014.35
19.1737;-96.1342,2017-07-13,rain,1,0.3251,5.08,32.22,23.83,0.79,1015.92
19.1737;-96.1342,2017-07-14,NA,0,0,0,32.03,23.89,0.76,1016.88
19.1737;-96.1342,2017-07-15,NA,0,0,0,31.11,22.28,0.74,1016.3
19.1737;-96.1342,2017-07-16,NA,0,0,0,31.91,24.14,0.74,1013.59
19.1737;-96.1342,2017-07-17,NA,0,0,0,32.03,22.34,0.76,1012.4
19.1737;-96.1342,2017-07-18,rain,1,0.4242,5.08,30.99,22.34,0.82,1014.37
19.1737;-96.1342,2017-07-19,rain,1,0.1702,1.778,30.19,23.95,0.79,1017.13
19.1737;-96.1342,2017-07-20,rain,1,0.1422,0.762,30.06,22.9,0.87,1017.62
19.1737;-96.1342,2017-07-21,NA,0,0,0,31.97,23.77,0.79,1015.76
19.1737;-96.1342,2017-07-22,NA,0,0,0,31.23,24.94,0.78,1014.36
19.1737;-96.1342,2017-07-23,NA,0,0,0,31.97,24.01,0.8,1013.19
19.1737;-96.1342,2017-07-24,NA,0,0,0,30.92,21.23,0.84,1013.63
19.1737;-96.1342,2017-07-25,rain,1,0.0279,0.254,29.94,22.28,0.82,1015.7
19.1737;-96.1342,2017-07-26,rain,1,0.1041,1.778,28.91,23.03,0.85,1016.41
19.1737;-96.1342,2017-07-27,rain,1,0.0305,0.508,29.88,22.22,0.86,1015.67
19.1737;-96.1342,2017-07-28,NA,0,0,0,31.23,23.33,0.79,1013.95
19.1737;-96.1342,2017-07-29,NA,0,0,0,32.16,25.06,0.79,1013.02
19.1737;-96.1342,2017-07-30,NA,0,0,0,32.16,24.94,0.78,1013.2
19.1737;-96.1342,2017-07-31,NA,0,0,0,32.66,24.44,0.76,1013.38
19.1737;-96.1342,2017-08-01,NA,0,0,0,32.59,23.83,0.76,1013.23
19.1737;-96.1342,2017-08-02,rain,1,0.0356,0.508,32.28,23.09,0.79,1013.62
19.1737;-96.1342,2017-08-03,NA,0,0,0,32.16,24.14,0.77,1014.59
19.1737;-96.1342,2017-08-04,NA,0,0,0,32.59,24.26,0.77,1015.07
19.1737;-96.1342,2017-08-05,rain,1,0.0305,0.508,33.7,25.19,0.78,1014.14
19.1737;-96.1342,2017-08-06,NA,0,0,0,33.52,25.56,0.78,1012.21
19.1737;-96.1342,2017-08-07,NA,0,0,0,33.52,24.44,0.75,1011.35
19.1737;-96.1342,2017-08-08,NA,0,0,0,33.64,24.39,0.75,1011.42
19.1737;-96.1342,2017-08-09,rain,1,0.5588,2.794,27.47,22.59,0.88,1007.57
19.1737;-96.1342,2017-08-10,rain,1,0.0279,0.508,30.86,22.9,0.82,1011.4
19.1737;-96.1342,2017-08-11,rain,1,0.1118,2.032,30.19,22.53,0.81,1015.26
19.1737;-96.1342,2017-08-12,NA,0,0,0,31.05,23.95,0.82,1015.05
19.1737;-96.1342,2017-08-13,NA,0,0,0,32.03,24.01,0.79,1013.29
19.1737;-96.1342,2017-08-14,NA,0,0,0,32.59,17.22,0.78,1011.25
19.1737;-96.1342,2017-08-15,NA,0,0,0,32.1,24.01,0.79,1010.94
19.1737;-96.1342,2017-08-16,NA,0,0,0,32.1,24.14,0.79,1012.51
19.1737;-96.1342,2017-08-17,rain,1,0.0711,0.508,31.05,23.33,0.84,1014.69
19.1737;-96.1342,2017-08-18,NA,0,0,0,30.99,22.78,0.84,1014.88
19.1737;-96.1342,2017-08-19,NA,0,0,0,31.16,19.52,0.8,1014.3
19.1737;-96.1342,2017-08-20,NA,0,0,0,31.97,23.28,0.75,1013.7
19.1737;-96.1342,2017-08-21,NA,0,0,0,31.21,23.22,0.77,1014.76
19.1737;-96.1342,2017-08-22,NA,0,0,0,32.1,20.39,0.8,1014.2
19.1737;-96.1342,2017-08-23,NA,0,0,0,32.59,22.84,0.74,1011.09
19.1737;-96.1342,2017-08-24,NA,0,0,0,32.25,23.09,0.77,1008.47
19.1737;-96.1342,2017-08-25,NA,0,0,0,33.52,25.25,0.75,1008.3
19.1737;-96.1342,2017-08-26,NA,0,0,0,32.66,22.59,0.76,1010.17
19.1737;-96.1342,2017-08-27,NA,0,0,0,33.52,23.03,0.78,1009.43
19.1737;-96.1342,2017-08-28,NA,0,0,0,32.72,23.89,0.8,1009.2
19.1737;-96.1342,2017-08-29,rain,1,0.6502,11.684,31.11,22.9,0.85,1011.09
19.1737;-96.1342,2017-08-30,NA,0,0,0,31.97,25.06,0.82,1012.4
19.1737;-96.1342,2017-08-31,rain,1,0.0229,0.508,30.92,22.22,0.82,1013.12
19.1737;-96.1342,2017-09-01,rain,1,0.0406,0.508,29.37,23.89,0.86,1013.07
19.1737;-96.1342,2017-09-02,rain,1,0.8179,9.144,28.27,23.89,0.87,1013.97
19.1737;-96.1342,2017-09-03,rain,1,1.2548,11.684,31.05,22.9,0.83,1014.27
19.1737;-96.1342,2017-09-04,rain,1,1.2294,21.082,29.88,22.78,0.88,1012.51
19.1737;-96.1342,2017-09-05,NA,0,0,0,29.94,24.01,0.83,1011.65
19.1737;-96.1342,2017-09-06,rain,1,0.381,5.334,31.11,23.89,0.83,1011.23
19.1737;-96.1342,2017-09-07,NA,0,0,0,30.86,24.81,0.78,1011.73
19.1737;-96.1342,2017-09-08,rain,1,0.0559,0.762,26.23,23.89,0.9,1011.43
19.1737;-96.1342,2017-09-09,rain,1,0.32,3.556,29.34,22.97,0.86,1012.68
19.1737;-96.1342,2017-09-10,rain,1,0.127,1.524,29.94,21.67,0.77,1012.47
19.1737;-96.1342,2017-09-11,NA,0,0,0,30.12,22.1,0.74,1013.22
19.1737;-96.1342,2017-09-12,NA,0,0,0,32.03,21.3,0.68,1012.88
19.1737;-96.1342,2017-09-13,NA,0,0,0,30.86,24.08,0.75,1011.38
